uc_id,category,subcategory,title,criticality,difficulty,monitoring_type,splunk_pillar,regulations,mitre_attack,source_file,source_line
UC-10.10.13,10,10,YARA false positive analysis,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.10.13.json,1
UC-10.10.14,10,10,YARA scan performance monitoring,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.10.14.json,1
UC-10.10.15,10,10,YARA rule version tracking and change audit,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.10.15.json,1
UC-10.11.1,10,11,FortiGate Firewall Policy Violations,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.1.json,1
UC-10.11.2,10,11,FortiGate IPS Event Trending,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.2.json,1
UC-10.11.3,10,11,FortiGate Anti-Virus Detection Rate,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.3.json,1
UC-10.11.4,10,11,FortiGate Web Filter Category Blocks,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.4.json,1
UC-10.11.5,10,11,FortiGate Application Control Violations,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.5.json,1
UC-10.11.6,10,11,FortiSandbox Analysis Results,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.6.json,1
UC-10.11.7,10,11,FortiGate SD-WAN Tunnel Health,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.7.json,1
UC-10.11.8,10,11,FortiGate HA Failover Events,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.8.json,1
UC-10.11.9,10,11,FortiGate SSL Inspection Bypass,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.9.json,1
UC-10.11.10,10,11,FortiManager Configuration Compliance,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.10.json,1
UC-10.11.11,10,11,FortiGate UTM Threat Correlation,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.11.json,1
UC-10.11.12,10,11,FortiGate Admin Authentication Audit,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.12.json,1
UC-10.11.13,10,11,FortiGate Resource Utilization Alerts,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.13.json,1
UC-10.11.14,10,11,FortiGate VPN Tunnel Status,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.14.json,1
UC-10.11.15,10,11,FortiGate Firmware Compliance,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.15.json,1
UC-10.11.16,10,11,Palo Alto WildFire Malware Verdict Trending,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.16.json,1
UC-10.11.17,10,11,Palo Alto URL Filtering Policy Blocks,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.17.json,1
UC-10.11.18,10,11,Palo Alto GlobalProtect VPN Health,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.18.json,1
UC-10.11.19,10,11,Palo Alto Threat Log Severity Analysis,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.19.json,1
UC-10.11.20,10,11,Palo Alto Decryption Policy Compliance,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.20.json,1
UC-10.11.21,10,11,Palo Alto Zone-Based Firewall Violations,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.21.json,1
UC-10.11.22,10,11,Palo Alto Cortex XDR Incident Trending,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.22.json,1
UC-10.11.23,10,11,Palo Alto Data Filtering Policy Violations,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.23.json,1
UC-10.11.24,10,11,Palo Alto DNS Sinkhole Hits,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.24.json,1
UC-10.11.25,10,11,Palo Alto App-ID Unknown Application Detection,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.25.json,1
UC-10.11.26,10,11,Palo Alto User-ID Mapping Failures,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.26.json,1
UC-10.11.27,10,11,Palo Alto GlobalProtect HIP Compliance,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.27.json,1
UC-10.11.28,10,11,Palo Alto Panorama Push Failures,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.28.json,1
UC-10.11.29,10,11,Palo Alto Anti-Spyware Detection Trending,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.29.json,1
UC-10.11.30,10,11,Palo Alto Credential Phishing Detections,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.30.json,1
UC-10.11.31,10,11,Check Point SandBlast Threat Emulation Results,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.31.json,1
UC-10.11.32,10,11,Check Point Anti-Bot Detection Events,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.32.json,1
UC-10.11.33,10,11,Check Point SmartEvent Correlation Quality,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.33.json,1
UC-10.11.34,10,11,Check Point Compliance Blade Violations,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.34.json,1
UC-10.11.35,10,11,Check Point Gateway CPU and Memory Health,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.35.json,1
UC-10.11.36,10,11,Check Point VPN Tunnel Status,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.36.json,1
UC-10.11.37,10,11,Check Point URL Filtering Blocks,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.37.json,1
UC-10.11.38,10,11,Check Point Identity Awareness Events,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.38.json,1
UC-10.11.39,10,11,Check Point IPS Signature Coverage,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.39.json,1
UC-10.11.40,10,11,Check Point Threat Extraction Results,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.40.json,1
UC-10.11.41,10,11,CrowdStrike Detection Classification Analysis,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.41.json,1
UC-10.11.42,10,11,CrowdStrike IOA Rule Trigger Trending,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.42.json,1
UC-10.11.43,10,11,CrowdStrike Falcon Discover Asset Inventory Drift,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.43.json,1
UC-10.11.44,10,11,CrowdStrike Real-Time Response Audit Trail,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.44.json,1
UC-10.11.45,10,11,CrowdStrike Sensor Health and Connectivity,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.45.json,1
UC-10.11.46,10,11,CrowdStrike Incident Severity Distribution,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.46.json,1
UC-10.11.47,10,11,CrowdStrike Quarantine Action Audit,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.47.json,1
UC-10.11.48,10,11,CrowdStrike Prevention Policy Compliance,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.48.json,1
UC-10.11.49,10,11,CrowdStrike Behavioral IOC Trending,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.49.json,1
UC-10.11.50,10,11,CrowdStrike Spotlight Vulnerability Assessment,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.50.json,1
UC-10.11.51,10,11,ZIA Web Policy Violation Trending,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.51.json,1
UC-10.11.52,10,11,ZIA DLP Incident Analysis,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.52.json,1
UC-10.11.53,10,11,Zscaler Cloud Application Discovery,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.53.json,1
UC-10.11.54,10,11,ZPA Application Segment Health,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.54.json,1
UC-10.11.55,10,11,ZDX User Experience Scores,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.55.json,1
UC-10.11.56,10,11,ZIA SSL Inspection Coverage,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.56.json,1
UC-10.11.57,10,11,ZIA Sandbox Analysis Results,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.57.json,1
UC-10.11.58,10,11,Zscaler Cloud Firewall Rule Hit Analysis,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.58.json,1
UC-10.11.59,10,11,ZPA Connector Health,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.59.json,1
UC-10.11.60,10,11,Zscaler Advanced Threat Protection Blocks,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.60.json,1
UC-10.11.61,10,11,Zscaler Browser Isolation Usage,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.61.json,1
UC-10.11.62,10,11,Zscaler Data Protection Policy Effectiveness,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.62.json,1
UC-10.11.63,10,11,VMware Carbon Black Binary Reputation Analysis,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.63.json,1
UC-10.11.64,10,11,Carbon Black Live Response Session Audit,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.64.json,1
UC-10.11.65,10,11,Carbon Black Watchlist Hit Trending,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.65.json,1
UC-10.11.66,10,11,Carbon Black Alert Severity Distribution,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.66.json,1
UC-10.11.67,10,11,Carbon Black Sensor Communication Health,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.67.json,1
UC-10.11.68,10,11,Carbon Black Device Control Policy Violations,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.68.json,1
UC-10.11.69,10,11,Carbon Black Network Isolation Events,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.69.json,1
UC-10.11.70,10,11,Carbon Black Audit Log Analysis,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.70.json,1
UC-10.11.71,10,11,Tenable Nessus Vulnerability Scan Coverage Tracking,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.71.json,1
UC-10.11.72,10,11,Tenable Compliance Scan Results,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.72.json,1
UC-10.11.73,10,11,Tenable Web Application Scan Findings,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.73.json,1
UC-10.11.74,10,11,Tenable Remediation SLA Monitoring,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.74.json,1
UC-10.11.75,10,11,Tenable CVSS Score Distribution Trending,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.75.json,1
UC-10.11.76,10,11,Tenable Scan Schedule Compliance,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.76.json,1
UC-10.11.77,10,11,Tenable Plugin Update Compliance,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.77.json,1
UC-10.11.78,10,11,Tenable Asset Discovery Reconciliation,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.78.json,1
UC-10.11.79,10,11,Tanium Endpoint Compliance Assessment Trending,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.79.json,1
UC-10.11.80,10,11,Tanium Patch Deployment Tracking,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.80.json,1
UC-10.11.81,10,11,Tanium Asset Discovery Reconciliation,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.81.json,1
UC-10.11.82,10,11,Tanium Software Usage Audit,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.82.json,1
UC-10.11.83,10,11,Tanium Real-Time Question Response Times,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.83.json,1
UC-10.11.84,10,11,Tanium Module Deployment Health,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.84.json,1
UC-10.11.85,10,11,Tanium Network Quarantine Audit,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.85.json,1
UC-10.11.86,10,11,Tanium Threat Response Action Audit,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.86.json,1
UC-10.11.87,10,11,FortiGate DNS Filter Security Profile Blocks,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.87.json,1
UC-10.11.88,10,11,FortiGate Botnet C2 Command Detection,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.88.json,1
UC-10.11.89,10,11,FortiAuthenticator RADIUS and MFA Audit,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.89.json,1
UC-10.11.90,10,11,FortiClient EMS Compliance Posture,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.90.json,1
UC-10.11.91,10,11,FortiAnalyzer Log Forwarding Gap Detection,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.91.json,1
UC-10.11.92,10,11,Palo Alto Prisma Access Tunnel and Portal Health,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.92.json,1
UC-10.11.93,10,11,Palo Alto Certificate Inspection and Untrusted Issuer Alerts,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.93.json,1
UC-10.11.94,10,11,Palo Alto Log Forwarding and SIEM Connectivity,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.94.json,1
UC-10.11.95,10,11,Palo Alto Threat Intelligence Feed Freshness,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.95.json,1
UC-10.11.96,10,11,Check Point Access Policy Rule Hit Analysis,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.96.json,1
UC-10.11.97,10,11,Check Point Anti-Spam and Email Security Events,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.97.json,1
UC-10.11.98,10,11,Check Point Identity Awareness Captive Portal Abuse,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.98.json,1
UC-10.11.99,10,11,Check Point Threat Prevention Extraction Blocks,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.99.json,1
UC-10.11.100,10,11,Check Point Mobile Access VPN Session Anomalies,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.100.json,1
UC-10.11.101,10,11,CrowdStrike Identity Protection Risk Scores,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.101.json,1
UC-10.11.102,10,11,CrowdStrike File Integrity Monitoring Alerts,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.102.json,1
UC-10.11.103,10,11,CrowdStrike Cloud Workload Protection Detections,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.103.json,1
UC-10.11.104,10,11,CrowdStrike Host Containment Events,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.104.json,1
UC-10.11.105,10,11,CrowdStrike Custom IOA Tuning Metrics,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.105.json,1
UC-10.11.106,10,11,Zscaler ZTNA Application Access Denials,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.106.json,1
UC-10.11.107,10,11,Zscaler CASB Shadow IT Upload Volume,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.107.json,1
UC-10.11.108,10,11,Zscaler DNS Security Filtering,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.108.json,1
UC-10.11.109,10,11,Zscaler Bandwidth Control and QoS Events,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.109.json,1
UC-10.11.110,10,11,VMware Carbon Black Enterprise EDR Search Audit,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.110.json,1
UC-10.11.111,10,11,VMware Carbon Black Vulnerability Assessment Integration,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.111.json,1
UC-10.11.112,10,11,Carbon Black Prevention Exclusion Review,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.112.json,1
UC-10.11.113,10,11,Carbon Black Network Connection Anomaly Baseline,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.113.json,1
UC-10.11.114,10,11,Tenable SC Scan Zone and Scanner Assignment Audit,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.114.json,1
UC-10.11.115,10,11,Tenable.io Agent and Linked Scanner Health,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.115.json,1
UC-10.11.116,10,11,Tenable WAS Remediation Verification Scans,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.116.json,1
UC-10.11.117,10,11,Tanium Interact Saved Question Drift,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.117.json,1
UC-10.11.118,10,11,Tanium Connect SOAR Forwarding Audit,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.118.json,1
UC-10.11.119,10,11,Tanium Threat Intel Feed Application,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.119.json,1
UC-10.11.120,10,11,Tanium Benchmark and CIS Report Pack Compliance,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.120.json,1
UC-10.11.121,10,11,Check Point Zero-Day Phishing Detection via Zero Phishing,critical,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.121.json,1
UC-10.11.122,10,11,Check Point ThreatCloud IOC Match Rate,high,beginner,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.122.json,1
UC-10.11.123,10,11,Check Point Quantum IoT Protect Device Discovery,medium,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.123.json,1
UC-10.11.124,10,11,Check Point Quantum Maestro Orchestrator Health,critical,intermediate,Availability,Security,,,content/cat-10-security-infrastructure/UC-10.11.124.json,1
UC-10.11.125,10,11,Check Point CloudGuard Network Security Events,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.125.json,1
UC-10.11.126,10,11,Check Point Threat Prevention Policy Layer Effectiveness,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.126.json,1
UC-10.11.127,10,11,Check Point Admin Session and Login Audit,high,beginner,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.127.json,1
UC-10.11.128,10,11,Check Point DDoS Protector Integration Events,critical,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.128.json,1
UC-10.11.129,10,11,Check Point Infinity ThreatCloud Managed Security Service Events,high,beginner,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.129.json,1
UC-10.11.130,10,11,Check Point HTTPS Inspection Certificate Errors,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.11.130.json,1
UC-10.12.1,10,12,ATM Fraud Pattern Detection,critical,intermediate,Security; Fraud,Security,,,content/cat-10-security-infrastructure/UC-10.12.1.json,1
UC-10.12.2,10,12,Wire Transfer Anomaly Detection,critical,advanced,Fraud; Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.2.json,1
UC-10.12.3,10,12,Credit Card Velocity Checks,high,intermediate,Fraud,Security,,,content/cat-10-security-infrastructure/UC-10.12.3.json,1
UC-10.12.4,10,12,Account Takeover Indicators,critical,advanced,Security,Security,,,content/cat-10-security-infrastructure/UC-10.12.4.json,1
UC-10.12.5,10,12,ACH Origination Anomalies,critical,intermediate,Fraud; Operations,Security,,,content/cat-10-security-infrastructure/UC-10.12.5.json,1
UC-10.12.6,10,12,Card-Not-Present Transaction Spikes,high,beginner,Fraud,Security,,,content/cat-10-security-infrastructure/UC-10.12.6.json,1
UC-10.12.7,10,12,PCI DSS Log Review Compliance,high,intermediate,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.7.json,1
UC-10.12.8,10,12,SOX Access Control Audit,high,intermediate,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.8.json,1
UC-10.12.9,10,12,KYC Continuous Monitoring,high,advanced,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.9.json,1
UC-10.12.10,10,12,Trade Settlement Failure Monitoring,critical,intermediate,Operations; Risk,Security,,,content/cat-10-security-infrastructure/UC-10.12.10.json,1
UC-10.12.11,10,12,Market Data Feed Latency,critical,advanced,Performance,Security,,,content/cat-10-security-infrastructure/UC-10.12.11.json,1
UC-10.12.12,10,12,Order Execution Anomaly Detection,high,advanced,Compliance; Trading,Security,,,content/cat-10-security-infrastructure/UC-10.12.12.json,1
UC-10.12.13,10,12,Algorithmic Trading Circuit Breaker,critical,advanced,Risk; Availability,Security,,,content/cat-10-security-infrastructure/UC-10.12.13.json,1
UC-10.12.14,10,12,FIX Protocol Session Health,critical,intermediate,Availability,Security,,,content/cat-10-security-infrastructure/UC-10.12.14.json,1
UC-10.12.15,10,12,PCI Scope Validation,high,intermediate,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.15.json,1
UC-10.12.16,10,12,ePHI Access Audit,critical,beginner,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.16.json,1
UC-10.12.17,10,12,HIPAA Transmission Security,high,intermediate,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.17.json,1
UC-10.12.18,10,12,Audit Log Retention Compliance,medium,beginner,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.18.json,1
UC-10.12.19,10,12,Minimum Necessary Access Validation,high,advanced,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.19.json,1
UC-10.12.20,10,12,Breach Notification Readiness Assessment,critical,intermediate,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.20.json,1
UC-10.12.21,10,12,BAA Compliance Monitoring,high,intermediate,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.21.json,1
UC-10.12.22,10,12,Infusion Pump Connectivity Monitoring,critical,intermediate,Availability; Patient Safety,Security,,,content/cat-10-security-infrastructure/UC-10.12.22.json,1
UC-10.12.23,10,12,Medical Device Network Segmentation,critical,advanced,Security,Security,,,content/cat-10-security-infrastructure/UC-10.12.23.json,1
UC-10.12.24,10,12,HL7 Message Delivery Monitoring,high,intermediate,Operations,Security,,,content/cat-10-security-infrastructure/UC-10.12.24.json,1
UC-10.12.25,10,12,FHIR API Error Rate,high,beginner,Performance,Security,,,content/cat-10-security-infrastructure/UC-10.12.25.json,1
UC-10.12.26,10,12,EHR Login Anomaly Detection,critical,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.12.26.json,1
UC-10.12.27,10,12,PACS Image Transfer Failures,high,intermediate,Operations,Security,,,content/cat-10-security-infrastructure/UC-10.12.27.json,1
UC-10.12.28,10,12,Pharmacy Dispensing Audit,high,beginner,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.28.json,1
UC-10.12.29,10,12,Clinical Alert Fatigue Analysis,medium,advanced,Operations,Security,,,content/cat-10-security-infrastructure/UC-10.12.29.json,1
UC-10.12.30,10,12,ADT Message Routing Failures,high,intermediate,Operations,Security,,,content/cat-10-security-infrastructure/UC-10.12.30.json,1
UC-10.12.31,10,12,POS Transaction Anomaly Detection,high,intermediate,Fraud,Security,,,content/cat-10-security-infrastructure/UC-10.12.31.json,1
UC-10.12.32,10,12,Gift Card Fraud Patterns,high,intermediate,Fraud,Security,,,content/cat-10-security-infrastructure/UC-10.12.32.json,1
UC-10.12.33,10,12,E-Commerce Bot Detection,high,advanced,Security,Security,,,content/cat-10-security-infrastructure/UC-10.12.33.json,1
UC-10.12.34,10,12,Payment Gateway Health,critical,beginner,Availability,Security,,,content/cat-10-security-infrastructure/UC-10.12.34.json,1
UC-10.12.35,10,12,Promotional Pricing Compliance,medium,intermediate,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.35.json,1
UC-10.12.36,10,12,Inventory System Sync Failures,high,intermediate,Operations,Security,,,content/cat-10-security-infrastructure/UC-10.12.36.json,1
UC-10.12.37,10,12,Omnichannel Order Routing Failures,high,intermediate,Operations,Security,,,content/cat-10-security-infrastructure/UC-10.12.37.json,1
UC-10.12.38,10,12,Cart Abandonment Correlation,medium,advanced,Performance,Security,,,content/cat-10-security-infrastructure/UC-10.12.38.json,1
UC-10.12.39,10,12,FedRAMP Continuous Monitoring,critical,intermediate,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.39.json,1
UC-10.12.40,10,12,CMMC Compliance Assessment,critical,advanced,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.40.json,1
UC-10.12.41,10,12,NIST 800-53 Control Validation,high,intermediate,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.41.json,1
UC-10.12.42,10,12,CAC Authentication Monitoring,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.12.42.json,1
UC-10.12.43,10,12,FISMA Reporting Automation,high,intermediate,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.43.json,1
UC-10.12.44,10,12,CJIS Audit Log Compliance,critical,intermediate,Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.44.json,1
UC-10.12.45,10,12,Government Cloud Authorization Boundary,critical,advanced,Compliance; Security,Security,,,content/cat-10-security-infrastructure/UC-10.12.45.json,1
UC-10.12.46,10,12,Salesforce API Access Volume Anomalies,high,intermediate,Security; Fraud,Security,,,content/cat-10-security-infrastructure/UC-10.12.46.json,1
UC-10.12.47,10,12,Salesforce Data Export and Report Download Spikes,critical,intermediate,Security; Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.47.json,1
UC-10.12.48,10,12,Salesforce Permission Set Escalation Detection,critical,advanced,Security; Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.48.json,1
UC-10.12.49,10,12,Salesforce Login Geo-Velocity and Device Fingerprint Anomalies,high,intermediate,Security,Security,,,content/cat-10-security-infrastructure/UC-10.12.49.json,1
UC-10.12.50,10,12,Salesforce Field-Level Security Configuration Drift,medium,advanced,Security; Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.50.json,1
UC-10.12.51,10,12,Salesforce Custom Object Bulk Delete and Data Destruction,critical,intermediate,Security; Fraud,Security,,,content/cat-10-security-infrastructure/UC-10.12.51.json,1
UC-10.12.52,10,12,Benford's Law Analysis for Journal Entry Fraud,high,advanced,Fraud; Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.52.json,1
UC-10.12.53,10,12,SWIFT Message Anomaly and Unauthorized Transfer Detection,critical,advanced,Fraud; Security,Security,,,content/cat-10-security-infrastructure/UC-10.12.53.json,1
UC-10.12.54,10,12,Mortgage Application Velocity and Document Fraud Indicators,high,intermediate,Fraud,Security,,,content/cat-10-security-infrastructure/UC-10.12.54.json,1
UC-10.12.55,10,12,Anomalous Medical Record Number Access Patterns,critical,intermediate,Security; Compliance,Security,,,content/cat-10-security-infrastructure/UC-10.12.55.json,1
